Store Number,Longitude,Latitude
126-170,-122.86,49.28
79575-106737,-124.52,49.84
4705-101307,-124.52,49.84
4419-58659,-122.78,53.92
4590-97211,-122.78,53.91
4452-79463,-122.78,53.87
4042-138017,-122.74,53.91
4746-101457,-122.78,53.9
74759-97791,-130.32,54.31
70370-128726,-122.5,52.98
25806-242506,-118.22,51.01
79539-97379,-123.18,49.15
4429-65420,-123.09,49.13
163-250,-123.14,49.17
4687-100789,-123.18,49.12
72345-6248,-123.18,49.19
4466-86440,-123.08,49.19
4849-103752,-123.13,49.19
2026-107084,-123.14,49.17
72416-3788,-123.18,49.19
178-78,-123.16,49.15
75952-106531,-123.18,49.19
72343-6246,-123.18,49.2
28460-250202,-123.14,49.17
125-167,-123.14,49.14
4349-1305,-123.18,49.17
3646-142867,-123.18,49.19
72112-2995,-123.15,49.17
72346-6249,-123.18,49.2
79604-107924,-123.16,49.16
4426-63922,-123.14,49.17
79781-133528,-123.39,48.45
25625-240506,-123.38,48.46
17191-176384,-119.3,50.69
4673-99704,-123.75,49.47
74955-103265,-123.4,48.65
4262-779,-123.4,48.65
16202-168426,-123.43,48.64
79648-107923,-127.19,54.82
194-140,-122.8,49.03
4560-95697,-123.13,49.74
4243-41,-123.15,49.7
74729-97793,-122.89,49.14
28336-250169,-122.8,49.19
70382-128708,-122.85,49.19
139-24,-122.73,49.1
79695-115465,-122.84,49.13
4593-97123,-122.8,49.05
142-25,-122.87,49.03
18290-186230,-122.78,49.05
21565-204745,-122.84,49.18
4811-104761,-122.78,49.2
4976-128764,-122.89,49.16
74757-97374,-122.8,49.05
4406-29575,-122.8,49.06
4783-100748,-122.8,49.1
19771-170812,-122.8,49.19
144-16,-122.84,49.14
17256-103543,-122.74,49.11
4468-84041,-122.8,49.19
22435-204730,-122.84,49.18
4715-101540,-122.87,49.18
4473-190624,-122.8,49.19
4596-97669,-122.81,49.06
74758-97376,-122.8,49.16
4255-961,-122.84,49.19
4620-97785,-122.7,49.12
4105-119524,-122.78,49.16
4941-104025,-122.85,49.19
4865-104880,-122.78,49.05
28657-250247,-122.84,49.19
175-242,-122.8,49.16
79577-100502,-128.59,54.52
133-256084,-123.07,49.02
48933-263304,-123.08,49.04
74156-31602,-123.07,49.02
4359-1858,-123.12,49.27
75973-92562,-123.13,49.29
4576-96682,-123.15,49.27
4410-30299,-123.12,49.28
4454-82765,-123.15,49.27
74811-99382,-123.13,49.25
75264-94935,-123.25,49.26
4625-98621,-123.12,49.29
166-108,-123.17,49.26
4008-106736,-123.12,49.29
4603-97841,-123.14,49.27
4578-96122,-123.05,49.28
79546-102430,-123.14,49.29
4420-29378,-123.24,49.27
4890-108884,-123.12,49.29
75829-58840,-123.1,49.37
188-126,-123.13,49.25
22373-199293,-123.25,49.27
4391-17174,-123.12,49.29
4464-85803,-123.09,49.23
4579-96729,-123.13,49.28
15222-153824,-123.12,49.29
4553-101499,-123.05,49.23
145-26,-123.12,49.23
193-131,-123.12,49.26
4591-97339,-123.17,49.26
21643-203264,-123.12,49.29
4920-124984,-123.1,49.26
4474-29355,-123.11,49.29
22139-218106,-123.14,49.21
18376-180065,-123.11,49.21
165-109,-123.12,49.29
22863-224507,-123.1,49.27
131-18,-123.14,49.27
4389-5324,-123.04,49.22
4480-90020,-123.13,49.29
4644-99427,-123.12,49.24
4341-1741,-123.11,49.28
4692-101458,-123.11,49.27
152-118,-123.12,49.28
78056-116695,-123.11,49.22
4470-87360,-123.17,49.26
171-107,-123.21,49.26
185-122,-123.11,49.25
4871-118904,-123.12,49.28
4914-124064,-123.12,49.29
124-85,-123.14,49.21
4561-96063,-123.13,49.28
4213-35,-123.12,49.27
4633-99432,-123.15,49.24
28773-251186,-123.1,49.27
70310-133529,-123.01,49.26
4604-98136,-123.16,49.23
4893-100918,-123.11,49.26
160-112,-123.12,49.28
22372-152325,-123.12,49.21
4370-10280,-123.12,49.28
74717-97378,-123.16,49.27
26187-242688,-123.07,49.28
21730-212025,-123.12,49.28
24781-225344,-123.1,49.28
24612-235544,-123.13,49.28
4355-5552,-123.12,49.28
157-9412,-123.12,49.28
151-119,-123.11,49.29
4760-101290,-123.12,49.26
4535-19419,-123.12,49.28
4230-40,-123.12,49.28
158-113,-123.16,49.23
4502-87721,-123.09,49.28
4574-96418,-123.14,49.29
4522-87720,-123.09,49.27
4439-75620,-123.11,49.28
156-115,-123.12,49.29
4526-94048,-123.25,49.26
4753-103524,-123.13,49.26
4723-103830,-123.02,49.23
4818-104454,-123.03,49.26
4562-96064,-123.12,49.26
25398-237456,-123.13,49.28
162-111,-123.14,49.26
4942-104993,-123.11,49.26
4202-36,-123.13,49.28
164-110,-123.16,49.27
4924-125024,-123.14,49.29
74182-31601,-123.17,49.26
74820-99490,-123.12,49.23
121-82,-123.19,49.25
4812-107309,-123.13,49.21
184-121,-123.07,49.26
179-104,-123.15,49.27
123-84,-123.05,49.28
176-105,-123.07,49.27
4544-95051,-123.14,49.26
20784-207504,-123.11,49.29
15545-150885,-123.09,49.24
4771-104877,-123.12,49.28
4451-83460,-123.11,49.28
4433-68820,-123.12,49.28
79712-107922,-123.14,49.29
4327-1304,-123.14,49.26
22436-210404,-123.04,49.26
4881-120365,-123.17,49.27
4813-107732,-123.12,49.28
74841-100500,-123.03,49.23
174-106,-123.13,49.28
4449-79361,-123.12,49.28
191-128,-123.11,49.28
4471-87100,-123.12,49.25
15687-157685,-123.07,49.23
74843-99493,-123.07,49.26
4221-46,-119.27,50.28
4552-95878,-119.27,50.26
73862-115466,-119.28,50.26
4501-93360,-119.28,50.28
79601-107921,-119.28,50.28
4545-95047,-123.38,48.42
20386-204744,-123.43,48.47
74865-97799,-123.33,48.45
4376-10281,-123.38,48.5
4328-1527,-123.38,48.43
146-1,-123.33,48.46
4936-132644,-123.37,48.43
4405-29335,-123.4,48.45
28557-250196,-123.37,48.42
4500-90702,-123.37,48.42
4234-522,-123.32,48.43
4538-95043,-123.3,48.46
28227-250195,-123.37,48.45
4546-95139,-123.37,48.45
22059-215547,-123.37,48.42
72110-5632,-123.37,48.43
4786-105193,-123.33,48.48
4569-95644,-123.34,48.41
4326-1910,-123.37,48.43
190-127,-123.36,48.42
4530-94099,-123.33,48.47
4436-66860,-123.51,48.44
4708-103126,-123.36,48.43
132-89,-123.36,48.42
122-83,-123.36,48.47
130-87,-123.32,48.43
192-130,-123.37,48.45
4223-178664,-123.34,48.45
15971-161531,-123.37,48.46
4659-100573,-119.63,49.83
4592-97024,-123.18,49.33
173-236,-123.16,49.33
4571-95427,-123.14,49.33
4910-123407,-123.27,49.37
79572-107082,-123.25,49.35
154-2143,-123.25,49.35
4754-104951,-123.14,49.33
16139-163904,-119.62,49.84
4617-98138,-122.96,50.11
4394-23251,-122.96,50.12
128-199,-122.95,50.12
75634-78220,-122.99,50.09
70371-128728,-122.14,52.13
20831-207284,-119.41,50.05
4594-97209,-99.96,49.87
74896-100388,-99.96,49.84
79592-102422,-96.87,50.15
79631-107918,-97.85,55.74
70329-139744,-97.21,49.88
4564-95253,-97.17,49.85
24759-226404,-97.15,49.81
4605-94980,-97.15,49.88
4699-102549,-97.08,49.82
17604-151645,-97.16,49.91
74465-67181,-97.3,49.88
4794-104314,-97.09,49.94
75210-67280,-97.15,49.89
74712-97400,-97.2,49.83
4698-101646,-97.2,49.89
4444-149991,-97.2,49.88
15964-161184,-97.09,49.95
25623-240886,-97.1,49.95
49104-265265,-97.19,49.8
79675-102423,-97.15,49.81
4441-76120,-97.2,49.82
48787-264165,-97.16,49.94
4793-106768,-97.14,49.89
4445-14131,-97.07,49.9
4896-119284,-97.25,49.87
74867-97803,-97.26,49.86
78053-98260,-97.13,49.81
27177-145351,-97.23,49.9
4693-102049,-97.11,49.83
24249-226405,-97.15,49.81
4565-95546,-97.15,49.83
6068-147845,-97.14,49.89
4884-116244,-97.15,49.85
25788-232624,-97.14,49.9
28725-250170,-97.2,49.88
4827-106769,-97.16,49.79
21451-199285,-97.16,49.9
74713-97404,-97.1,49.86
4883-108964,-97.07,49.9
4985-137687,-97.21,49.87
74687-94468,-97.16,49.94
4487-90503,-97.2,49.87
4335-1972,-97.11,49.83
16665-168424,-97.15,49.89
79647-107919,-97.11,49.88
4882-119424,-97.14,49.9
4463-86641,-97.15,49.87
74728-97401,-97.2,49.94
28454-250207,-97.11,49.83
28659-250129,-97.06,49.9
4465-85802,-97.14,49.89
4952-131364,-97.15,49.89
4333-1971,-97.19,49.89
4984-138086,-97.2,49.82
72126-4209,-64.76,46.1
26034-241733,-64.73,46.09
25594-239504,-64.74,46.1
4091-140808,-64.76,46.1
72155-6871,-66.67,45.94
22841-223365,-66.67,45.94
28660-250130,-66.66,45.93
17729-177265,-64.84,46.12
22919-225884,-64.77,46.12
19649-193304,-64.78,46.09
4094-140809,-66.02,45.3
28452-250123,-66.02,45.31
20294-204747,-66.1,45.25
4110-141708,-66.03,45.3
72173-16274,-52.76,47.56
22605-222145,-52.75,47.56
16187-159524,-52.72,47.61
22606-222684,-52.77,47.52
23046-222104,-52.72,47.62
4093-140807,-52.77,47.55
4089-249606,-52.71,47.56
19866-195705,-63.68,44.7
72141-4624,-63.56,44.68
11024-144129,-63.56,44.69
23087-222344,-63.61,44.7
3894-142225,-63.56,44.71
22918-225964,-63.54,44.67
16116-167364,-63.54,44.94
24695-228904,-63.58,44.64
6149-147151,-63.6,44.66
4085-255631,-63.58,44.64
12465-151926,-63.67,44.64
75986-107397,-63.57,44.65
4087-140776,-63.59,44.64
8146-151147,-63.57,44.65
75569-49259,-63.51,44.89
4088-140778,-63.58,44.65
4086-140770,-63.67,44.66
20568-206464,-63.62,44.65
72119-3609,-63.67,44.65
25882-242385,-60.16,46.14
4304-853,-79.02,43.86
4860-106552,-79.04,43.86
4901-113505,-80.02,43.2
23048-225065,-79.98,43.22
49241-265204,-79.95,43.25
4279-865,-79.95,43.23
4902-115125,-79.41,44.01
5023-145349,-79.44,44.01
4340-1875,-79.47,44.01
4761-103569,-79.45,44.02
4789-107086,-79.69,44.33
16300-157424,-79.71,44.41
17995-156064,-79.71,44.41
4489-92622,-79.7,44.35
4329-1750,-79.69,44.34
28081-243409,-77.39,44.18
28649-250180,-77.4,44.19
4358-2079,-77.4,44.19
17843-173859,-79.71,43.86
19572-200494,-79.81,43.68
48145-261615,-79.75,43.69
4343-2067,-79.78,43.71
28325-250197,-79.72,43.72
23274-210524,-79.77,43.66
4344-1729,-79.76,43.73
79267-99847,-79.73,43.66
23314-210525,-79.7,43.74
3515-141345,-79.73,43.71
15121-153346,-79.76,43.69
27008-241205,-79.84,43.68
18196-186624,-79.72,43.68
4800-104920,-80.29,43.13
4897-109785,-75.68,44.61
28455-250201,-79.82,43.33
28806-251285,-79.79,43.35
18433-182389,-79.79,43.39
4511-93329,-79.83,43.34
4494-93178,-79.82,43.33
73863-106113,-79.75,43.4
19770-183025,-79.82,43.39
4709-103125,-79.8,43.33
4678-100978,-79.81,43.41
4675-100793,-79.76,43.37
16467-157224,-79.75,43.37
79269-99848,-79.82,43.33
4214-528,-79.79,43.35
16499-170404,-79.82,43.39
19587-177724,-80.32,43.36
4097-139548,-80.33,43.4
4886-107868,-80.32,43.37
4904-114726,-76.12,45.13
4488-92620,-80.22,44.5
75537-60379,-80.31,44.5
4612-220385,-79.54,43.83
29393-253446,-74.75,45.03
74755-97369,-92.84,49.78
15722-155290,-79.96,43.27
25595-241230,-79.48,43.62
29175-252813,-79.56,43.61
4291-1393,-79.51,43.65
79560-102424,-93.39,48.61
49643-269865,-79.88,43.63
4357-2069,-75.61,45.43
23284-222864,-79.6,43.2
4288-1222,-80.24,43.52
5033-151647,-80.23,43.53
47247-256549,-80.23,43.52
22642-222004,-80.24,43.54
27779-242428,-80.23,43.53
24142-223752,-80.22,43.53
4747-104225,-80.19,43.5
21992-186228,-79.87,43.26
17732-182187,-79.92,43.26
4915-122111,-79.89,43.26
15040-156565,-79.88,43.24
17203-171524,-79.92,43.26
4323-1693,-79.89,43.21
25320-235147,-79.68,44.24
4336-1907,-75.91,45.31
17016-173984,-75.93,45.36
4575-95544,-75.92,45.31
4472-85804,-75.89,45.3
74756-97368,-94.49,49.76
4694-102072,-76.57,44.25
4892-117884,-76.5,44.26
28324-250179,-76.57,44.26
16864-150416,-76.5,44.23
4648-99931,-76.49,44.23
4523-93970,-76.48,44.23
4314-1747,-76.55,44.26
4762-245326,-80.45,43.42
4582-96129,-80.51,43.42
4338-1867,-80.39,43.41
15718-159544,-80.55,43.43
28724-250194,-80.44,43.42
4815-107007,-80.5,43.41
15624-157004,-79.63,43.84
4668-101117,-82.86,42.31
25621-241324,-83.06,42.25
4955-129648,-81.26,42.99
28459-250176,-81.22,42.93
4674-100799,-81.23,42.96
4722-103297,-81.34,43.01
18277-171664,-81.26,43.03
16238-168084,-81.22,42.93
4822-106553,-81.21,43.01
4492-91422,-81.25,42.98
15744-159744,-81.28,43.03
17242-171645,-81.33,42.96
4570-95595,-81.25,42.99
4700-102138,-81.28,42.94
4536-94593,-81.32,42.97
18475-164544,-81.26,43.01
24023-226946,-81.24,42.98
16210-155886,-81.18,43
21343-165744,-81.28,43
4294-1276,-81.23,42.94
4729-102626,-81.31,43.02
4317-1381,-81.28,43.03
6189-149865,-79.46,43.85
73734-106121,-79.53,43.85
28654-250127,-79.29,43.87
73735-106117,-79.35,43.85
4927-122112,-79.26,43.87
4609-97961,-79.35,43.82
4965-126344,-79.37,43.89
4580-96128,-79.33,43.82
4951-128928,-79.23,43.87
4252-786,-79.35,43.85
73966-138016,-79.23,43.87
19865-177964,-79.29,43.87
16903-173366,-79.87,43.54
4014-138344,-79.87,43.54
4833-107475,-79.87,43.53
4584-96820,-79.9,43.52
4756-104231,-79.84,43.51
4912-108636,-79.86,43.54
75482-115327,-79.66,43.55
75924-102701,-79.62,43.68
23283-228465,-79.63,43.63
16013-164904,-79.64,43.59
20593-206884,-79.65,43.61
4665-100880,-79.79,43.6
4478-89926,-79.64,43.59
21784-214585,-79.61,43.65
12467-138345,-79.71,43.55
29141-252625,-79.64,43.59
4303-1148,-79.65,43.59
4278-885,-79.69,43.52
20687-181584,-79.65,43.59
4635-99050,-79.71,43.58
4872-106562,-79.78,43.6
75933-106225,-79.62,43.68
4408-6346,-79.6,43.57
24039-235146,-79.61,43.68
17341-179604,-79.65,43.53
18725-193808,-79.62,43.69
16201-140064,-79.73,43.56
25874-242409,-79.6,43.64
27312-247111,-79.64,43.7
17557-181764,-79.67,43.59
4007-142104,-79.68,43.54
4290-1226,-79.69,43.52
4829-109065,-79.68,43.63
4469-87801,-79.63,43.51
70312-140344,-79.61,43.64
16144-164684,-79.75,43.61
75624-84981,-79.62,43.69
4657-100002,-79.62,43.64
26167-242427,-79.75,43.61
28642-250182,-79.64,43.59
15841-164465,-79.69,43.53
75687-84980,-79.61,43.68
75688-84983,-79.61,43.68
19818-186625,-79.58,43.61
25873-241154,-79.58,43.59
4458-84661,-75.82,45.33
4476-87552,-75.73,45.33
17799-168425,-75.76,45.35
4916-124147,-79.43,44.06
4292-1221,-79.48,44.05
28379-250190,-79.48,44.06
4764-105712,-79.48,44.06
75571-68502,-79.07,43.09
75633-86381,-79.08,43.08
18962-181665,-79.12,43.11
20296-104210,-79.13,43.07
75525-35359,-79.08,43.08
15793-158605,-79.08,43.08
3997-146205,-79.08,43.08
75806-68443,-79.07,43.09
75716-95583,-79.08,43.09
75798-95900,-79.08,43.09
75826-96571,-79.08,43.09
75790-96396,-79.08,43.08
15559-158304,-79.07,43.26
22091-205050,-79.17,43.16
4384-253006,-79.35,43.75
4396-25548,-79.43,43.74
23123-226945,-79.35,43.79
4716-103129,-79.7,43.48
4258-418,-79.7,43.45
4816-104227,-79.71,43.5
4573-96127,-79.68,43.46
4757-104792,-79.77,43.43
4531-94623,-79.76,43.45
20683-199288,-79.67,43.46
4229-255943,-79.67,43.45
4430-18659,-79.72,43.49
17342-166924,-79.68,43.44
20684-195385,-79.72,43.49
29167-249436,-79.76,43.45
4774-104085,-80.12,43.9
28767-250174,-75.52,45.48
4666-100575,-75.5,45.46
28638-250199,-78.88,43.89
72218-28816,-78.88,43.89
4932-117888,-78.88,43.88
4790-104208,-78.86,43.94
47180-256825,-78.88,43.89
4652-99940,-75.74,45.27
4683-100798,-75.72,45.28
4238-914,-75.69,45.42
16117-167405,-75.67,45.32
4283-937,-75.69,45.4
4249-913,-75.69,45.43
75220-89640,-75.69,45.42
4245-912,-75.7,45.42
4240-895,-75.68,45.39
78061-118147,-75.69,45.42
4957-130970,-75.65,45.41
4484-88341,-75.76,45.39
4824-108289,-75.77,45.37
4517-93451,-75.62,45.4
4944-128924,-75.7,45.42
24210-234044,-75.69,45.43
4649-99938,-75.7,45.42
75626-76440,-75.7,45.42
70089-116694,-75.7,45.38
4768-104194,-75.71,45.4
4268-943,-75.7,45.42
17650-168364,-75.62,45.43
4516-93218,-75.7,45.42
29392-253445,-75.69,45.43
15726-162824,-75.64,45.42
4922-107288,-75.87,45.29
4788-104697,-75.65,45.42
4287-919,-75.79,45.35
16466-157825,-75.74,45.36
4960-130968,-75.69,45.43
15700-162804,-75.81,45.35
20172-201624,-75.52,45.46
17218-142624,-75.69,45.41
21590-206647,-75.73,45.4
19795-184746,-75.71,45.34
28424-250200,-75.64,45.42
25138-234064,-75.69,45.42
19805-182184,-75.7,45.39
4277-915,-75.66,45.36
28644-250181,-75.77,45.37
4696-101662,-75.7,45.42
15908-154985,-75.75,45.27
4856-116265,-80.01,45.35
4701-102160,-78.35,44.28
72200-1964,-78.34,44.28
28322-250206,-79.09,43.84
4414-20599,-79.09,43.84
4387-23529,-79.59,43.55
16700-166264,-78.27,43.96
15604-157547,-78.36,43.99
4905-110264,-79.4,43.9
12125-152237,-79.44,43.89
75972-106123,-79.38,43.85
4572-9633,-79.41,43.84
4424-61800,-79.44,43.88
4850-104701,-79.45,43.91
29443-253504,-79.44,43.9
28652-250205,-79.43,43.85
4772-104228,-82.36,42.98
28458-250246,-84.34,46.51
3620-144025,-84.29,46.51
4803-97529,-79.29,43.73
4350-2078,-79.28,43.77
4318-249544,-79.25,43.78
4556-94105,-79.27,43.15
19841-199684,-79.22,43.14
17411-171644,-79.27,43.17
4319-1832,-79.24,43.18
27142-142364,-79.25,43.18
4962-132004,-79.23,43.19
4980-138085,-79.81,43.2
4607-98090,-79.73,43.22
72168-17096,-80.94,46.51
28380-250209,-80.95,46.52
17908-186224,-80.97,46.47
4307-1033,-79.4,43.81
4645-99110,-79.42,43.82
74991-103263,-89.22,48.43
74993-103264,-89.25,48.45
4621-95876,-89.24,48.4
72124-3628,-89.24,48.42
74992-102425,-89.28,48.38
27133-154144,-79.38,43.66
4720-103563,-79.45,43.65
17624-176765,-79.54,43.64
75438-106189,-79.4,43.66
4232-772,-79.39,43.65
29903-254004,-79.38,43.65
4386-23787,-79.39,43.68
24222-232704,-79.41,43.74
47181-251744,-79.27,43.77
4206-529,-79.43,43.7
21673-202869,-79.39,43.64
15917-156684,-79.38,43.67
4246-899,-79.38,43.66
4862-115264,-79.38,43.65
17181-170464,-79.33,43.7
23247-228144,-79.36,43.68
4263-964,-79.39,43.67
21883-215124,-79.48,43.77
4636-255353,-79.4,43.64
4217-790,-79.38,43.65
15409-154170,-79.42,43.67
15724-162664,-79.44,43.77
22866-225584,-79.39,43.67
16982-173365,-79.36,43.71
27933-220484,-79.42,43.64
19664-198964,-79.39,43.65
4363-8506,-79.38,43.65
4509-93344,-79.45,43.73
4374-12001,-79.39,43.67
20682-200387,-79.36,43.75
29957-252286,-79.52,43.6
25370-240804,-79.6,43.73
4766-105713,-79.39,43.66
4486-89940,-79.38,43.65
4306-1593,-79.29,43.67
4312-1520,-79.4,43.66
4667-100881,-79.36,43.71
4276-936,-79.37,43.71
22295-202870,-79.58,43.69
4802-104798,-79.39,43.65
28651-250177,-79.38,43.65
4208-524,-79.38,43.66
4207-525,-79.42,43.73
4830-108885,-79.38,43.65
4227-532,-79.3,43.67
22839-224105,-79.4,43.64
26578-239004,-79.3,43.78
4998-138145,-79.37,43.65
16867-167024,-79.36,43.71
22838-224385,-79.46,43.7
27007-240848,-79.39,43.64
4095-108287,-79.34,43.74
4402-2830,-79.39,43.67
19792-198926,-79.38,43.66
17220-168432,-79.56,43.61
17771-181624,-79.38,43.65
15631-158804,-79.4,43.67
23691-216124,-79.41,43.77
4703-102543,-79.41,43.77
4719-101643,-79.28,43.68
7160-149825,-79.38,43.67
28462-250204,-79.38,43.65
4497-90784,-79.38,43.66
22078-206624,-79.39,43.64
15689-162706,-79.39,43.66
22038-217044,-79.39,43.65
4251-768,-79.38,43.67
19507-192004,-79.38,43.66
4585-95347,-79.44,43.76
4805-106581,-79.39,43.67
23092-227684,-79.38,43.64
4929-125664,-79.4,43.71
25747-242317,-79.51,43.62
4598-97256,-79.34,43.68
20837-203524,-79.43,43.64
16078-166544,-79.47,43.76
16140-163744,-79.39,43.65
4613-98127,-79.51,43.65
5161-135184,-79.37,43.77
13035-154156,-79.47,43.67
24248-235750,-79.18,43.78
4295-1016,-79.41,43.66
20622-203445,-79.38,43.65
4525-93920,-79.47,43.79
4801-106847,-79.39,43.65
4765-105711,-79.38,43.65
27978-248317,-79.52,43.65
4841-109906,-79.42,43.64
25703-213566,-79.61,43.73
4540-95071,-79.43,43.68
18199-184327,-79.38,43.65
47988-253946,-79.37,43.65
4518-93219,-79.39,43.66
22836-224386,-79.39,43.65
28646-250128,-79.46,43.72
4300-884,-79.38,43.65
4270-186347,-79.38,43.65
6028-138146,-79.38,43.64
4606-97784,-79.42,43.73
4226-771,-79.41,43.7
24209-236145,-79.28,43.75
4361-1347,-79.38,43.65
3845-145984,-79.39,43.66
22438-212524,-79.39,43.65
4507-93328,-79.39,43.67
23244-228105,-79.53,43.7
23246-219069,-79.38,43.64
8178-146684,-79.38,43.66
4804-106564,-79.32,43.77
27009-242505,-79.4,43.69
23325-228024,-79.38,43.66
4777-104186,-79.19,43.77
4309-1664,-79.38,43.65
25624-238965,-79.33,43.68
19842-199404,-79.53,43.62
4581-96731,-79.31,43.67
28656-250184,-79.34,43.73
27130-106119,-79.38,43.64
47992-257165,-79.29,43.69
4524-93176,-79.38,43.64
4459-85822,-79.39,43.65
22369-219025,-79.4,43.69
17340-174104,-79.39,43.67
4869-117170,-79.38,43.65
4646-98483,-79.41,43.64
4427-55359,-79.4,43.71
4448-67903,-79.38,43.67
4798-104189,-79.42,43.68
4718-100794,-79.34,43.66
4210-531,-79.41,43.69
23689-232644,-79.38,43.65
19474-181945,-79.38,43.65
20991-207444,-79.39,43.67
4870-110432,-79.39,43.66
4832-126325,-79.4,43.65
4863-117166,-79.34,43.78
4220-765,-79.37,43.65
25829-242624,-79.44,43.66
28645-250244,-79.35,43.78
4831-103578,-79.37,43.66
4859-115935,-79.37,43.65
15977-156245,-79.43,43.73
15928-162584,-79.3,43.68
4296-250015,-79.39,43.69
4209-527,-79.4,43.7
4711-103342,-79.41,43.76
28327-250126,-79.38,43.65
4460-67901,-79.39,43.67
19550-195624,-79.38,43.65
16997-177184,-79.42,43.64
4874-115910,-79.29,43.82
4254-586,-79.4,43.73
23090-212865,-79.49,43.63
